,No.,Time,Source,Destination,Protocol,Length,Info,Info_01,Commands,Trans,R_W,D_M_I_H,I_C_R,Time_diff
8010,8011,84.049484,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30033; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,33,Read,Input,Registers,0.0006299999999868078
8011,8012,84.050114,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 30033; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,33,Read,Input,Registers,0.0005140000000096734
8012,8013,84.050628,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30034; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,34,Read,Holding,Registers,0.0007880000000000109
8013,8014,84.051416,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 30034; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,34,Read,Holding,Registers,0.00034999999999740794
8014,8015,84.051766,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 30035; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,35,Write,Multiple,Registers,0.0010269999999934498
8015,8016,84.052793,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 30035; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,35,Write,Multiple,Registers,0.06068000000000495
8016,8017,84.113473,3Com_78:9b:01,Spanning-tree-(for-bridges)_00,STP,64,RST. Root = 8192/0/00:18:6e:78:9b:00  Cost = 0  Port = 0x8001,NaN,NaN,NaN,NaN,NaN,NaN,0.03950899999999535
8017,8018,84.152982,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30036; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,36,Read,Discrete,Inputs,0.0007209999999986394
8018,8019,84.153703,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 30036; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,36,Read,Discrete,Inputs,0.0006230000000044811
8019,8020,84.154326,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 30037; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,37,Write,Multiple,Coils,0.0006680000000045538
8020,8021,84.154994,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 30037; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,37,Write,Multiple,Coils,0.0004670000000004393
8021,8022,84.155461,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30038; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,38,Read,Input,Registers,0.0007119999999929405
8022,8023,84.156173,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 30038; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,38,Read,Input,Registers,0.0004729999999995016
8023,8024,84.156646,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30039; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,39,Read,Holding,Registers,0.0006520000000023174
8024,8025,84.157298,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 30039; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,39,Read,Holding,Registers,0.00034000000000844466
8025,8026,84.157638,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 30040; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,40,Write,Multiple,Registers,0.0005839999999892598
8026,8027,84.158222,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 30040; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,40,Write,Multiple,Registers,0.057976000000010686
8027,8028,84.216198,Raspberr_58:67:86,Broadcast,ARP,60,Who has 8.8.8.8? Tell 169.254.149.247,NaN,NaN,NaN,NaN,NaN,NaN,0.041781999999997765
8028,8029,84.25798,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30041; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,41,Read,Discrete,Inputs,0.0005659999999920728
8029,8030,84.258546,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 30041; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,41,Read,Discrete,Inputs,0.0006570000000039045
8030,8031,84.259203,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 30042; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,42,Write,Multiple,Coils,0.00040500000000065484
8031,8032,84.259608,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 30042; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,42,Write,Multiple,Coils,0.0004529999999931533
8032,8033,84.260061,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30043; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,43,Read,Input,Registers,0.0003810000000044056
8033,8034,84.260442,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 30043; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,43,Read,Input,Registers,0.0005749999999977717
8034,8035,84.261017,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30044; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,44,Read,Holding,Registers,0.00035700000000815635
8035,8036,84.261374,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 30044; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,44,Read,Holding,Registers,0.0003489999999999327
8036,8037,84.261723,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 30045; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,45,Write,Multiple,Registers,0.00031199999999387273
8037,8038,84.262035,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 30045; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,45,Write,Multiple,Registers,0.09995100000000434
8038,8039,84.361986,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30046; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,46,Read,Discrete,Inputs,0.00067299999999193
8039,8040,84.362659,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 30046; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,46,Read,Discrete,Inputs,0.0006520000000023174
8040,8041,84.363311,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 30047; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,47,Write,Multiple,Coils,0.000526000000007798
8041,8042,84.363837,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 30047; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,47,Write,Multiple,Coils,0.000469999999992865
8042,8043,84.364307,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30048; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,48,Read,Input,Registers,0.000572000000005346
8043,8044,84.364879,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 30048; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,48,Read,Input,Registers,0.0005050000000039745
8044,8045,84.365384,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30049; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,49,Read,Holding,Registers,0.0005089999999938755
8045,8046,84.365893,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 30049; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,49,Read,Holding,Registers,0.00040500000000065484
8046,8047,84.366298,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 30050; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,50,Write,Multiple,Registers,0.00042799999999942884
8047,8048,84.366726,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 30050; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,50,Write,Multiple,Registers,0.100198000000006
8048,8049,84.466924,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30051; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,51,Read,Discrete,Inputs,0.0009189999999961174
8049,8050,84.467843,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 30051; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,51,Read,Discrete,Inputs,0.00013699999999516876
8050,8051,84.46798,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 30052; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,52,Write,Multiple,Coils,0.0009710000000069385
8051,8052,84.468951,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 30052; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,52,Write,Multiple,Coils,0.0001010000000007949
8052,8053,84.469052,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30053; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,53,Read,Input,Registers,0.0004390000000000782
8053,8054,84.469491,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 30053; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,53,Read,Input,Registers,0.00011699999998882049
8054,8055,84.469608,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30054; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,54,Read,Holding,Registers,0.0003700000000037562
8055,8056,84.469978,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 30054; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,54,Read,Holding,Registers,0.0012030000000038399
8056,8057,84.471181,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 30055; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,55,Write,Multiple,Registers,0.000506999999998925
8057,8058,84.471688,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 30055; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,55,Write,Multiple,Registers,0.10034199999999771
8058,8059,84.57203,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30056; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,56,Read,Discrete,Inputs,0.0005780000000044083
8059,8060,84.572608,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 30056; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,56,Read,Discrete,Inputs,0.0006350000000026057
8060,8061,84.573243,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 30057; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,57,Write,Multiple,Coils,0.0003629999999930078
8061,8062,84.573606,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 30057; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,57,Write,Multiple,Coils,0.000354999999998995
8062,8063,84.573961,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30058; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,58,Read,Input,Registers,0.00032199999999704687
8063,8064,84.574283,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 30058; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,58,Read,Input,Registers,0.0004510000000124137
8064,8065,84.574734,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30059; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,59,Read,Holding,Registers,0.0003309999999885349
8065,8066,84.575065,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 30059; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,59,Read,Holding,Registers,0.0003430000000008704
8066,8067,84.575408,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 30060; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,60,Write,Multiple,Registers,0.014518000000009579
8067,8068,84.589926,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 30060; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,60,Write,Multiple,Registers,0.10007399999999222
8068,8069,84.69,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30061; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,61,Read,Discrete,Inputs,0.0012430000000023256
8069,8070,84.691243,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 30061; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,61,Read,Discrete,Inputs,0.000649999999993156
8070,8071,84.691893,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 30062; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,62,Write,Multiple,Coils,0.0006720000000086657
8071,8072,84.692565,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 30062; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,62,Write,Multiple,Coils,0.0004440000000016653
8072,8073,84.693009,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30063; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,63,Read,Input,Registers,0.0004619999999988522
8073,8074,84.693471,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 30063; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,63,Read,Input,Registers,0.0006059999999905585
8074,8075,84.694077,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30064; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,64,Read,Holding,Registers,0.0003990000000015925
8075,8076,84.694476,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 30064; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,64,Read,Holding,Registers,0.0004910000000108994
8076,8077,84.694967,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 30065; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,65,Write,Multiple,Registers,0.00038800000000094315
8077,8078,84.695355,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 30065; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,65,Write,Multiple,Registers,0.0995799999999889
8078,8079,84.794935,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30066; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,66,Read,Discrete,Inputs,0.000637000000011767
8079,8080,84.795572,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 30066; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,66,Read,Discrete,Inputs,0.00030299999998817384
8080,8081,84.795875,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 30067; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,67,Write,Multiple,Coils,0.0008100000000013097
8081,8082,84.796685,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 30067; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,67,Write,Multiple,Coils,0.00019799999999747797
8082,8083,84.796883,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30068; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,68,Read,Input,Registers,0.000609000000011406
8083,8084,84.797492,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 30068; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,68,Read,Input,Registers,0.00024399999999502597
8084,8085,84.797736,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30069; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,69,Read,Holding,Registers,0.0003279999999961092
8085,8086,84.798064,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 30069; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,69,Read,Holding,Registers,0.00022800000000700038
8086,8087,84.798292,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 30070; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,70,Write,Multiple,Registers,0.0003079999999897609
8087,8088,84.7986,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 30070; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,70,Write,Multiple,Registers,0.09942100000000664
8088,8089,84.898021,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30071; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,71,Read,Discrete,Inputs,0.000704999999996403
8089,8090,84.898726,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 30071; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,71,Read,Discrete,Inputs,0.0006470000000007303
8090,8091,84.899373,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 30072; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,72,Write,Multiple,Coils,0.00037700000000029377
8091,8092,84.89975,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 30072; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,72,Write,Multiple,Coils,0.0004760000000061382
8092,8093,84.900226,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30073; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,73,Read,Input,Registers,0.0003870000000034679
8093,8094,84.900613,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 30073; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,73,Read,Input,Registers,0.0006139999999987822
8094,8095,84.901227,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30074; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,74,Read,Holding,Registers,0.0003379999999992833
8095,8096,84.901565,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 30074; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,74,Read,Holding,Registers,0.00041099999999971715
8096,8097,84.901976,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 30075; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,75,Write,Multiple,Registers,0.00033499999999264674
8097,8098,84.902311,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 30075; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,75,Write,Multiple,Registers,0.09971799999999575
8098,8099,85.002029,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30076; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,76,Read,Discrete,Inputs,0.0006020000000006576
8099,8100,85.002631,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 30076; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,76,Read,Discrete,Inputs,0.0005340000000018108
8100,8101,85.003165,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 30077; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,77,Write,Multiple,Coils,0.0003520000000065693
8101,8102,85.003517,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 30077; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,77,Write,Multiple,Coils,0.0002570000000048367
8102,8103,85.003774,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30078; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,78,Read,Input,Registers,0.00032599999998694784
8103,8104,85.0041,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 30078; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,78,Read,Input,Registers,0.00034000000000844466
8104,8105,85.00444,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30079; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,79,Read,Holding,Registers,0.00033899999999675856
8105,8106,85.004779,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 30079; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,79,Read,Holding,Registers,0.0003410000000059199
8106,8107,85.00512,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 30080; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,80,Write,Multiple,Registers,0.00048799999999005195
8107,8108,85.005608,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 30080; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,80,Write,Multiple,Registers,0.09945000000000448
8108,8109,85.105058,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30081; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,81,Read,Discrete,Inputs,0.0007039999999989277
8109,8110,85.105762,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 30081; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,81,Read,Discrete,Inputs,0.00045699999999726515
8110,8111,85.106219,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 30082; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,82,Write,Multiple,Coils,0.0005450000000024602
8111,8112,85.106764,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 30082; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,82,Write,Multiple,Coils,0.0002570000000048367
8112,8113,85.107021,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30083; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,83,Read,Input,Registers,0.0005139999999954625
8113,8114,85.107535,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 30083; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,83,Read,Input,Registers,0.0003010000000074342
8114,8115,85.107836,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30084; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,84,Read,Holding,Registers,0.0005599999999930105
8115,8116,85.108396,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 30084; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,84,Read,Holding,Registers,0.000377999999997769
8116,8117,85.108774,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 30085; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,85,Write,Multiple,Registers,0.0005090000000080863
8117,8118,85.109283,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 30085; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,85,Write,Multiple,Registers,0.09975399999999013
8118,8119,85.209037,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30086; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,86,Read,Discrete,Inputs,0.0006100000000088812
8119,8120,85.209647,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 30086; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,86,Read,Discrete,Inputs,0.0003600000000005821
8120,8121,85.210007,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 30087; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,87,Write,Multiple,Coils,0.0004089999999905558
8121,8122,85.210416,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 30087; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,87,Write,Multiple,Coils,0.00028100000000108594
8122,8123,85.210697,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30088; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,88,Read,Input,Registers,0.0003870000000034679
8123,8124,85.211084,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 30088; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,88,Read,Input,Registers,0.0003200000000020964
8124,8125,85.211404,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30089; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,89,Read,Holding,Registers,0.0003980000000041173
8125,8126,85.211802,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 30089; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,89,Read,Holding,Registers,0.00025199999998903877
8126,8127,85.212054,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 30090; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,90,Write,Multiple,Registers,0.0003850000000085174
8127,8128,85.212439,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 30090; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,90,Write,Multiple,Registers,0.027698999999998364
8128,8129,85.240138,Raspberr_58:67:86,Broadcast,ARP,60,Who has 8.8.8.8? Tell 169.254.149.247,NaN,NaN,NaN,NaN,NaN,NaN,0.07201200000000085
8129,8130,85.31215,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30091; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,91,Read,Discrete,Inputs,0.0006240000000019563
8130,8131,85.312774,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 30091; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,91,Read,Discrete,Inputs,0.0006759999999985666
8131,8132,85.31345,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 30092; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,92,Write,Multiple,Coils,0.0004139999999921429
8132,8133,85.313864,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 30092; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,92,Write,Multiple,Coils,0.0004710000000045511
8133,8134,85.314335,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30093; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,93,Read,Input,Registers,0.0004119999999971924
8134,8135,85.314747,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 30093; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,93,Read,Input,Registers,0.00040900000000476666
8135,8136,85.315156,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30094; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,94,Read,Holding,Registers,0.00036199999999553256
8136,8137,85.315518,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 30094; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,94,Read,Holding,Registers,0.00042600000000447835
8137,8138,85.315944,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 30095; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,95,Write,Multiple,Registers,0.00036500000000216914
